product,price,userRating,averageRating,username,userLocation,athleteType,ageRange,bodyType,likes,dislikes,fit,reviewTitle,reviewDate,reviewText,responseDate,responseText,Helpful,NotHelpful,reviewLength,category,categoryType
"Pace Breaker Short
9"" Updated",68,2.1,1,LULUFANFLORIDA,FLORIDA,,35-44,MUSCULAR,classic liner,updated liner,,Pace Breaker Shorts Updated,2018-08-31,"I am a huge fan of the pace breaker short with liner. They are the only workout short I have worn for the past two years and just as a day off short.
The new liner is a TOTAL DISASTER and a horrible choice for Lululemon. Im not sure who at Lululemon decide to make this change but it was a very bad choice. To all the men who love the pace breaker, I highly recommend you try on before you buy, They are nothing like the classic pace breaker. Sadly l will not be buying this short again as long as it has this updated (would not call this updated) liner.
To the lululemon exec's, what are you thinking when you made this choice. Go back to the classic liner that made everyone love the short.
Sincerely Disappointed!!!!!!!!!!!!!!!!!!",2018-08-31,"Dear LuluFanFlorida,

We appreciate your feedback regarding the Pace Breaker Short 9"" *Updated. We stand behind the quality of our product, and we want to ensure that you're in gear that is performing well for you. I hear that this is not the case and would like to work with you to create a resolution. Keep your eyes peeled for an email headed your way so we can follow up and chat further.
Talk soon!",2,0,733,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,KATMAN22,"WASHINGTON, DC, USA",SWEATY GENERALIST,35-44,CURVY,,,,Good gift for the man in your life,2018-08-31,"I bought these as a father's day gift for my dad. He likes them. My mom said that he wears them all the time. The only thing he didn't like was the fact that they didn't have the built in underwear. He really wanted that feature, but likes them overall!",,,0,1,253,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,JARGENBLARGER,DENVER,SWEATY GENERALIST,25-34,ATHLETIC,fabric,"fit, pockets",,Weird fit,2018-08-29,Too 'boxy' for a 9 inch short. I'd return if I could. 7 inch Pace Breakers are great and act more like a 8-9 inch short than these which I'd call a 10 inch short. Also pockets are too small and the inner pocket sleeve does not fit an Iphone X.,2018-08-30,"Hi Jargenblarger,

We're sorry to read of your recent experience and would love to discuss this further. Please be sure to give us a call at our Guest Education Centre on 1.877.263.9300 or you can always start a Live Chat with us on our website. We look forward to hearing from you.

Best wishes,",0,0,243,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,MIKEFLO,WA,SWEATY GENERALIST,35-44,ATHLETIC,outer shorts,liner,,Ok,2018-08-29,"The shorts are still the same awesome as always, however the new liner is a serious step back. The only way it works is if you give up all your leg muscle so that you can wear these shorts. I’m not a massive guy either; 5’11” and 180lbs.",,,1,0,237,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,PGENUINE,"WHITTIER, CA, USA",RUNNER,35-44,ATHLETIC,,,,Running Shorts,2018-08-29,"Overall good shorts, I like the color and pockets. the shorts felt a little tight on the thighs but once I started running it loosened up. I have a few of these and so far does not disappoint.",,,0,0,192,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,NINJAWARRIOR28,ONTARIO,RUNNER,35-44,ATHLETIC,,everything,,WHAT HAVE YOU DONE TO THESE !?!?!?!!,2018-08-28,"If it ain’t broke don’t fix it. I have about 15 pairs of the original pacebreaker shorts and I LOVE THEM!!! I made the mistake unknowingly of ordering the updated version... what a DISASTER!!
The sizing has completely changed, the liner has changed, and the pockets are completely different and cheap looking. Why even call them pacebreaker they are not even the same shorts... totally disappointed.",2018-08-30,"Hi NinjaWarrior28,

Thank you for taking the time to share your feedback with us. We'd like to turn this around and ensure your gear is providing long lasting performance for you. Since it sounds like this isn't the case, please keep an eye on your inbox so we can get to work on a solution for you!",1,0,399,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,KBUCK,,,,,,,,First Pair of Lulu Shorts,2018-08-28,"I received these as a gift. At first I was not sure about Lulu for men. Sure my daughter has about 50 pairs of Lulu leggings, but I was not sold. But, I love these shorts. Looking at getting a couple of more pairs. They are light and breathable, but provide total coverage. Can wear them to the gym and out to dinner. I'm sold!",,,0,0,327,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,JTHENINJA,"SAN FRANCISCO, CA, USA",RUNNER,35-44,ATHLETIC,,fit. lining.,,Not an atheletic fit profile anymore,2018-08-27,"I have been purchasing these shorts amassing a collection of over a dozen. Over the last two years there have been noticeable changes in the lines fit, lining, technical setup and profile that is more in keeping with casual trends over atheltic functionality. Not a fan anymore.",2018-08-28,"Hi jtheninja,
Thanks for taking the time to share this feedback. It's not good to hear that your shorts are no longer working out for you. I'd love to help you find a solution so we can turn this experience around. Check your inbox for an email headed your way.",1,0,278,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,BADMOTORSCOOTER,MICHIGAN,RUNNER,45-54,ATHLETIC,,liner too short,,Please bring the old liner back,2018-08-27,"The new liner on these shirts is terrible. Too short. Always bunching up. Please bring back the longer liner. Not the compression liner, just the longer liner. Outside shell of the shorts is great as always... it that liner. Terrible. I’m back tonloookimg for my new favorite shorts. The old style were my favorite. The new style are not.",,,4,0,338,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,CHOPIN,NEW YORK,YOGI,45-54,ATHLETIC,"old style with wonderful liner, i love the 5 year tees as well","new liner should be called ""compression short""",,Really do not like the new liners...,2018-08-24,"I have been wearing the Pace Breaker shorts for years now and own many pairs. The new liners miss the whole point of the short. These liners are TOO TIGHT and I need to go up a size just to have the liners comfortable. Then the pants are too big. These should NOT be called new liners, but ""Compression Liners"". Lululemon told me I could order the pants without a liner, but then I would need to bring an additional pair of underwear to work, as I go to a gym during the day and do not carry two pairs of underwear.",,,4,0,515,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,MKOS31,"PITTSBURGH, PA, USA",SWEATY GENERALIST,18-24,ATHLETIC,,,,The seams ripped,2018-08-24,"Hi, I bought a pair of the old ones for my bf awhile ago and we noticed that the seems have ripped tremendously in the middle between the legs.",2018-08-24,"Dear MKos31,

Thank you for taking the time to share your feedback with us. We're sorry to hear that your seam has come undone on your Pace Breaker Short 9"" *Updated. We would love to discuss your concerns further. Keep an eye out for an email coming your way. Chat soon!",0,0,143,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,BK567,,SWEATY GENERALIST,45-54,LEAN,,liner,,new liner is not as comfortable as old,2018-08-22,I've been buying the lined pace breaker short for at least 10 years. The new liner does not fit as well the fit around the waist is not as comfortable. A real bummer. How about bringing back the old pace breaker short??,,,4,0,219,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,DANT415,,,,,nothing,"size, false advertising",,What are they talking about?,2018-08-22,I never found this so-called envelope pocket...,,,1,0,47,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,STOVE07,,,,,comfortable,"different liner i think, seemed smaller than other pairs of same size",,Good Shorts,2018-08-22,Still a very comfortable short. The liner seemed different than my previous pairs and they also seemed smaller than my other pairs I own in the same size.,,,0,0,154,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,4,SKINNYBASS,"MOSCOW, ID, USA",RUNNER,35-44,LEAN,,,,Good changes,2018-08-22,"Slim fit compared too the previous model. Almost a size different and some of the sizes within a size run were inconsistent, so try things on in the store! Material seems to be slightly upgraded.",,,0,0,195,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,3,BSIM,"MINNEAPOLIS, MN, USA",SWEATY GENERALIST,45-54,MUSCULAR,color options,changes to fabric and liner,,Average at best,2018-08-22,Loved the Pace Breaker but I do not like the recent fabric changes. There is a distinct difference in feel and sizing to these shorts compared to other PACE Breakers I’ve previously purchased. Feels like the quality went down.,2018-08-22,"Hi BSIM,
Thank you for taking the time to share your feedback with us. We'd love to hear more of your experience with your the Pace Breaker Short 9"" *Updated. Hang tight for an email coming your way! Chat soon.",3,0,226,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,2,KEVIN149,"MINNEAPOLIS, MN",RUNNER,35-44,ATHLETIC,pockets,liner,,Don't care for the changes,2018-08-21,"As some others have said, the updates don't work for me. You should order one size larger, as the liner is much tighter fitting than the previous model. The previous liner was also PERFECT, this one has been a little less chafe resistant. The exterior is the same great short, but would really love to have the old liner back.",,,3,0,326,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,1,EVANT,"HOUSTON, TX, USA",,25-34,ATHLETIC,,the new liner,,Consistent Consensus,2018-08-21,"I think by reading others reviews, the consensus is fairly obvious...the ""updated"" liners in these shorts are awful. Tight, restricting and super uncomfortable. What was once my go to short, is no more. Please take the many many many reviews to heart, and bring back the shorts as they were. Ive got 10 pairs, but could always use more...if they are ever fixed.",,,1,0,361,bottom,shorts
"Pace Breaker Short
9"" Updated",68,2.1,5,AZNMIKE,"ATLANTA, GA, USA",SWEATY GENERALIST,25-34,ATHLETIC,"phone pocket on the outside leg of liner, pockets",,,My favorite pair yet,2018-08-21,"These are the updated version, and they definitely improved the fit and functionality of the shorts. Well done LuLu!",,,0,2,116,bottom,shorts
